Region,Major RGI region,Mountain range region,Country,Glacier,RGI glacier ID,Lake name,Lake type,Longitude,Latitude,River,Outburst mechanism
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Grænalón,ice,-17.34175,64.1622,Núpsvötn,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Grænalón,ice,-17.34175,64.1622,Núpsvötn,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Grímsvötn,ice – volc,-17.28979,64.41522,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skaftárjökull,RGI60-06.00416,Eastern Skaftár cauldron,ice – volc,-17.51142,64.486,Skaftá,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 1,ice,-17.1148912,64.11896907,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 2,ice,-17.11329888,64.1105885,Skeiðará,
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 3,ice,-17.11074658,64.10064922,Skeiðará,
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 4,ice,-17.1344019,64.10067287,Skeiðará,
Iceland,Iceland,Iceland,Iceland,Brúarjökull,RGI60-06.00377,Lagoon southwest of Hnútulón,ice,-16.29814073,64.74515005,Kverká,unknown
Iceland,Iceland,Iceland,Iceland,Entujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Markarfljót,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Sandfellsjökull/Kötlujökull,RGI60-06.00328,unknown,unknown,,,Hólmsá,unknown
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Grænalón,ice,-17.34175,64.1622,Núpsvötn,subglacial
Iceland,Iceland,Iceland,Iceland,Brúarjökull,RGI60-06.00377,Lagoon southwest of Hnútulón,ice,-16.29814073,64.74515005,Kverká,unknown
Iceland,Iceland,Iceland,Iceland,Gígjökull,RGI60-06.00317,Gígjökulslón,moraine,-19.62795562,63.67760894,,
Iceland,Iceland,Iceland,Iceland,Gígjökull,RGI60-06.00317,Eyjafjallajökull,"ice – volc, supraglacial",-19.63634,63.62942,Jökulfall/Markarfljót,Overtopping and subglacial flow
Iceland,Iceland,Iceland,Iceland,Eyjafjallajökull,RGI60-06.00317,Eyjafjallajökull,"ice – volc, supraglacial",-19.63402,63.62543,Svaðbælisá,Overtopping and subglacial flow
Iceland,Iceland,Iceland,Iceland,Gígjökull,RGI60-06.00317,Eyjafjallajökull,"ice – volc, supraglacial",-19.63634,63.62942,Jökulfall/Markarfljót,Overtopping and subglacial flow
Iceland,Iceland,Iceland,Iceland,Gígjökull,RGI60-06.00317,Eyjafjallajökull,"ice – volc, supraglacial",-19.63634,63.62942,Jökulfall/Markarfljót,Overtopping and subglacial flow
Iceland,Iceland,Iceland,Iceland,Gígjökull,RGI60-06.00317,Eyjafjallajökull,"ice – volc, supraglacial",-19.63634,63.62942,Jökulfall/Markarfljót,Overtopping and subglacial flow
Iceland,Iceland,Iceland,Iceland,Gígjökull,RGI60-06.00317,Eyjafjallajökull,"ice – volc, supraglacial",-19.63635,63.62943,Jökulfall/Markarfljót,Overtopping and subglacial flow
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Skaftárjökull,RGI60-06.00416,Western Skaftár cauldron,ice – volc,-17.61414,64.49656,Skaftá,subglacial
Iceland,Iceland,Iceland,Iceland,Skaftárjökull,RGI60-06.00416,Eastern Skaftár cauldron,ice – volc,-17.51142,64.486,Skaftá,subglacial
Iceland,Iceland,Iceland,Iceland,Entujökull,RGI60-06.00339,Cauldrons 1 and 2 in Mýrdalsjökull,ice – volc,-19.2476,63.66222,Markarfljót,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Grænalón,ice,-17.34175,64.1622,Núpsvötn,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Köldukvíslarjökull or Sylgjujökull,RGI60-06.00424,unknown,unknown,-17.864972,64.584462,Sveðja,unknown
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Grímsvötn,ice – volc,-17.28979,64.41522,Gígjukvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Skaftárjökull,RGI60-06.00416,Western Skaftár cauldron,ice – volc,-17.61414,64.49656,Skaftá,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Grænalón,ice,-17.34175,64.1622,Núpsvötn,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Grænalón,ice,-17.34175,64.1622,Núpsvötn,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 1,ice,-17.1148912,64.11896907,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 2,ice,-17.11329888,64.1105885,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 3,ice,-17.11074658,64.10064922,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 4,ice,-17.1344019,64.10067287,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,"Katlar: 16,9,10 og 11 í Mýrdalsjökli.",ice – volc,-19.05598,63.63525,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Köldukvíslarjökull,RGI60-06.00424,Subglacial lake east of the Hamarinn nunnatak,subglacial,-17.73882,64.49417,Sveðja,subglacial
Iceland,Iceland,Iceland,Iceland,Entujökull,RGI60-06.00339,Cauldrons 1 and 2 in Mýrdalsjökull,ice – volc,-19.2476,63.66222,Markarfljót,subglacial
Iceland,Iceland,Iceland,Iceland,Entujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Markarfljót,subglacial
Iceland,Iceland,Iceland,Iceland,Skaftárjökull,RGI60-06.00416,Western Skaftár cauldron,ice – volc,-17.61414,64.49656,Skaftá,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Cauldron 11 in Mýrdalsjökull,ice – volc,-19.05741,63.6381,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Sólheimajökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Jökulsá á Sólheimasandi,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Grænalón,ice,-17.34175,64.1622,Núpsvötn,subglacial
Iceland,Iceland,Iceland,Iceland,Sólheimajökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Jökulsá á Sólheimasandi,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 1,ice,-17.1148912,64.11896907,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 2,ice,-17.11329888,64.1105885,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 3,ice,-17.11074658,64.10064922,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 4,ice,-17.1344019,64.10067287,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,unknown/Most likely Grænalón,unknown,-17.34175,64.1622,Súla,unknown
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Grímsvötn,ice – volc,-17.28979,64.41522,Gígjukvísl/Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Sólheimajökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Jökulsá á Sólheimasandi,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Cauldron 11 in Mýrdalsjökull,ice – volc,-19.05741,63.6381,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Sandfellsjökull,RGI60-06.00328,Cauldron 12 in Mýrdalsjökull,ice – volc,-19.04813,63.64963,Leirá/Skálm,subglacial
Iceland,Iceland,Iceland,Iceland,Entujökull,RGI60-06.00339,Cauldrons 1 and 2 in Mýrdalsjökull,ice – volc,-19.2476,63.66222,Markarfljót/Fremri Emstruá,subglacial
Iceland,Iceland,Iceland,Iceland,Brúarjökull,RGI60-06.00377,Lagoon southwest of Hnútulón,ice,-16.29814073,64.74515005,Kverká,unknown
Iceland,Iceland,Iceland,Iceland,Sléttjökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Markarfljót/Innri Emstruá,subglacial
Iceland,Iceland,Iceland,Iceland,Skaftárjökull,RGI60-06.00416,Western Skaftár cauldron,ice – volc,-17.61414,64.49656,Skaftá,subglacial
Iceland,Iceland,Iceland,Iceland,Sandfellsjökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Leirá/Hólmsá,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Grímsvötn,ice – volc,-17.28979,64.41522,Gígjukvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Blágnípujökull,RGI60-06.00236,Cauldron close to the glacier edger,ice – volc,-19.12248,64.72396,Jökulfall,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Cauldron 10 in Mýrdalsjökull,ice – volc,-19.05516,63.63264,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Brúarjökull,RGI60-06.00377,Lagoon southwest of Hnútulón,ice,-16.29814073,64.74515005,Kverká,unknown
Iceland,Iceland,Iceland,Iceland,Entujökull,RGI60-06.00339,Cauldrons 1 and 2 in Mýrdalsjökull,ice – volc,-19.2476,63.66222,Markarfljót,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Grænalón,ice,-17.34175,64.1622,Núpsvötn,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 1,ice,-17.1148912,64.11896907,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 2,ice,-17.11329888,64.1105885,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 3,ice,-17.11074658,64.10064922,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 4,ice,-17.1344019,64.10067287,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Kverkjökull,RGI60-06.00409,Gengissig,ice – volc,-16.685572,64.667917,Volga,subglacial
Iceland,Iceland,Iceland,Iceland,Sátujökull,RGI60-06.00235,Cauldron in the northern rim of the Hofsjökull caldera,ice – volc,-18.86376,64.8272,Vestari Jökulsá í Skagafiði,subglacial
Iceland,Iceland,Iceland,Iceland,Svínafellsjökull í Lóni,RGI60-06.00474,unknown,ice,-16.86112,64.004116,Suðurfljót,unknown
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Skaftárjökull,RGI60-06.00416,Western Skaftár cauldron,ice – volc,-17.61414,64.49656,Skaftá,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Grímsvötn,ice – volc,-17.28979,64.41522,Gígjukvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Sólheimajökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Jökulsá á Sólheimasandi,subglacial
Iceland,Iceland,Iceland,Iceland,Entujökull,RGI60-06.00339,Cauldrons 1 and 2 in Mýrdalsjökull,ice – volc,-19.2476,63.66222,Markarfljót,subglacial
Iceland,Iceland,Iceland,Iceland,Brúarjökull,RGI60-06.00377,Lagoon southwest of Hnútulón,ice,-16.29814073,64.74515005,Kverká,unknown
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Grænalón,ice,-17.34175,64.1622,Núpsvötn,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 1,ice,-17.1148912,64.11896907,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 2,ice,-17.11329888,64.1105885,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 3,ice,-17.11074658,64.10064922,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 4,ice,-17.1344019,64.10067287,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Skaftárjökull,RGI60-06.00416,Eastern Skaftár cauldron,ice – volc,-17.51142,64.486,Skaftá,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Grímsvötn,ice – volc,-17.28979,64.41522,Gígjukvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Grænalón,ice,-17.34175,64.1622,Núpsvötn,subglacial
Iceland,Iceland,Iceland,Iceland,Skaftárjökull,RGI60-06.00416,Western Skaftár cauldron,ice – volc,-17.61414,64.49656,Skaftá,subglacial
Iceland,Iceland,Iceland,Iceland,Entujökull,RGI60-06.00339,Cauldrons 1 and 2 in Mýrdalsjökull,ice – volc,-19.2476,63.66222,Markarfljót,subglacial
Iceland,Iceland,Iceland,Iceland,Skaftárjökull,RGI60-06.00416,Eastern Skaftár cauldron,ice – volc,-17.51142,64.486,Skaftá,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Brúarjökull,RGI60-06.00377,Lagoon southwest of Hnútulón,ice,-16.29814073,64.74515005,Kverká,unknown
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Grænalón,ice,-17.34175,64.1622,Núpsvötn,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 1,ice,-17.1148912,64.11896907,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 2,ice,-17.11329888,64.1105885,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 3,ice,-17.11074658,64.10064922,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 4,ice,-17.1344019,64.10067287,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Entujökull,RGI60-06.00339,Cauldrons 1 and 2 in Mýrdalsjökull,ice – volc,-19.2476,63.66222,Markarfljót,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Grímsvötn,ice – volc,-17.28979,64.41522,Gígjukvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Skaftárjökull,RGI60-06.00416,Western Skaftár cauldron,ice – volc,-17.61414,64.49656,Skaftá,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Cauldrons 10 and 11 in Mýrdalsjökull,ice – volc,-19.05598,63.63525,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Langjökull,RGI60-06.00305,Marginal lake by Hafrafell,ice,-20.476799,64.695804,Svartá/Hvítá,subglacial
Iceland,Iceland,Iceland,Iceland,Brúarjökull,RGI60-06.00377,Lagoon southwest of Hnútulón,ice,-16.29814073,64.74515005,Kverká,unknown
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Grænalón,ice,-17.34175,64.1622,Núpsvötn,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Grænalón,ice,-17.34175,64.1622,Núpsvötn,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 1,ice,-17.1148912,64.11896907,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 2,ice,-17.11329888,64.1105885,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Entujökull,RGI60-06.00339,Cauldrons 1 and 2 in Mýrdalsjökull,ice – volc,-19.2476,63.66222,Markarfljót,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Blágnípujökull,RGI60-06.00236,Cauldron close to the glacier edger,ice – volc,-19.12248,64.72396,Jökulfall,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Sólheimajökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Jökulsá á Sólheimasandi,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Grímsvötn,ice – volc,-17.28979,64.41522,Gígjukvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Skaftárjökull,RGI60-06.00416,Western Skaftár cauldron,ice – volc,-17.61414,64.49656,Skaftá,subglacial
Iceland,Iceland,Iceland,Iceland,Brúarjökull,RGI60-06.00377,Lagoon southwest of Hnútulón,ice,-16.29814073,64.74515005,Kverká,unknown
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Grænalón,ice,-17.34175,64.1622,Núpsvötn,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 1,ice,-17.1148912,64.11896907,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 2,ice,-17.11329888,64.1105885,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 3,ice,-17.11074658,64.10064922,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 4,ice,-17.1344019,64.10067287,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 5,ice,-17.16034861,64.10358774,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skaftárjökull,RGI60-06.00416,Eastern Skaftár cauldron,ice – volc,-17.51142,64.486,Skaftá,subglacial
Iceland,Iceland,Iceland,Iceland,Entujökull,RGI60-06.00339,Cauldrons 1 and 2 in Mýrdalsjökull,ice – volc,-19.2476,63.66222,Markarfljót,subglacial
Iceland,Iceland,Iceland,Iceland,Kverkjökull,RGI60-06.00409,unknown,volc,-16.630925,64.709897,Skólpa/Jökulsá á Fjöllum,unknown
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Sólheimajökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Jökulsá á Sólheimasandi,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Dyngjujökull,RGI60-06.00477,Galtarlón,ice,-16.69906,64.67116,Jökulsá á Fjöllum,subglacial
Iceland,Iceland,Iceland,Iceland,Kötlujökull,RGI60-06.00328,Kötlukatlar,ice – volc,-19.15,63.63,Múlakvísl,subglacial
Iceland,Iceland,Iceland,Iceland,Entujökull,RGI60-06.00339,Cauldrons 1 and 2 in Mýrdalsjökull,ice – volc,-19.2476,63.66222,Markarfljót,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Grænalón,ice,-17.34175,64.1622,Núpsvötn,subglacial
Iceland,Iceland,Iceland,Iceland,Langjökull,RGI60-06.00310,Proglacial lake by Innsta Jarlhettu,bedrock,-20.05904,64.54826,Grjótá/Hvítá í Árnessýslu,Overtopping
Iceland,Iceland,Iceland,Iceland,Skaftárjökull,RGI60-06.00416,Western Skaftár cauldron,ice – volc,-17.61414,64.49656,Skaftá,subglacial
Iceland,Iceland,Iceland,Iceland,Langjökull,RGI60-06.00305,Marginal lake by Hafrafell,ice,-20.476799,64.695804,Svartá/Hvítá,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Grænalón,ice,-17.34175,64.1622,Núpsvötn,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Grænalón,ice,-17.34175,64.1622,Núpsvötn,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Grænalón,ice,-17.34175,64.1622,Núpsvötn,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 1,ice,-17.1148912,64.11896907,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 2,ice,-17.11329888,64.1105885,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 3,ice,-17.11074658,64.10064922,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 4,ice,-17.1344019,64.10067287,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 5,ice,-17.16034861,64.10358774,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 1,ice,-17.1148912,64.11896907,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 2,ice,-17.11329888,64.1105885,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 3,ice,-17.11074658,64.10064922,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 4,ice,-17.1344019,64.10067287,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 5,ice,-17.16034861,64.10358774,Skeiðará,subglacial
Iceland,Iceland,Iceland,Iceland,Skeiðarárjökull,RGI60-06.00475,Norðurdalslón 1,ice,-17.1148912,64.11896907,Skeiðará,subglacial
