Lake ID,Region,Major RGI region,Mountain range region,Country,Glacier,RGI glacier ID,Lake name,Lake type,Longitude,Latitude,River,Outburst mechanism
951,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Snow,RGI60-01.09061,Snow,ice,-148.924999,60.482579,,
952,NW North America,Alaska,N Coast Ranges,USA,Lituya Glacier,RGI60-01.21005,Desolation Lake,ice,-137.604,58.751,Lituya Bay,subglacial tunneling
953,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Nelchina Glacier,RGI60-01.10683,Nelchina-south (n247),ice,-146.886649,61.664544,Nelchina River,
954,NW North America,Alaska,N Coast Ranges,USA,Brady Glacier,RGI60-01.20796,Abyss Lake,ice,-136.624002,58.50235,,
955,NW North America,Alaska,St Elias Mtns,USA,Bering Glacier,RGI60-01.13635,,ice,-143.218794,60.202083,,subglacial
956,NW North America,Alaska,St Elias Mtns,USA,Steller Glacier,RGI60-01.14883,Berg Lake,ice,-143.80331,60.403511,,
957,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,RGI60-01.15645,Bonanza Lake 2,ice,-142.8905,61.4764,Kennicott,
958,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,RGI60-01.15645,Jumbo Lake,ice,-142.8952,61.4884,Kennicott,
959,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,RGI60-01.15645,Bonanza Lake 1,ice,-142.8905,61.4764,Kennicott,
960,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,RGI60-01.15645,Donoho Creek Lake,ice,-142.946377,61.518766,Kennicott,
961,NW North America,Alaska,St Elias Mtns,USA,Miles Glacier,RGI60-01.13531,Van Cleve Lake,ice,-144.408245,60.695872,,
962,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,RGI60-01.26722,Erie Lake,ice,-142.884085,61.567854,Kennicott,
963,NW North America,Alaska,St Elias Mtns,USA,Bering Glacier,RGI60-01.13635,,ice,-143.218794,60.202083,,subglacial
964,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Lake No Lake,ice,-133.862658,58.878526,Taku,
965,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,RGI60-01.15645,Donoho Creek Lake,ice,-142.946377,61.518766,,
966,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,RGI60-01.15645,Hidden Creek Lake,ice,-143.093834,61.560855,Kennicott,
967,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Tulsequah Lake,ice,-133.823862,58.820674,Taku,
968,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,RGI60-01.15645,Jumbo Lake,ice,-142.8952,61.4884,,
969,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Tulsequah Lake,ice,-133.823862,58.820674,Taku,
970,NW North America,Alaska,N Coast Ranges,USA,Lituya Glacier,RGI60-01.21005,Desolation Lake,ice,-137.604,58.751,Lituya Bay,subglacial tunneling
971,NW North America,Alaska,N Coast Ranges,Canada,Salmon Glacier,RGI60-01.06618,Summit Lake,ice,-130.079713,56.201261,,
972,NW North America,Alaska,St Elias Mtns,USA,Bering Glacier,RGI60-01.13635,,ice,-143.218794,60.202083,,subglacial
973,NW North America,Alaska,N Coast Ranges,USA,Lituya Glacier,RGI60-01.21005,Desolation Lake,ice,-137.604,58.751,Lituya Bay,subglacial tunneling
974,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,RGI60-01.15645,Donoho Creek Lake,ice,-142.946377,61.518766,,
975,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Tazlina Glacier,RGI60-01.10778,Big Lake,ice,-146.620789,61.59664,,
976,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Tulsequah Lake,ice,-133.823862,58.820674,,
977,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,RGI60-01.15645,Donoho Creek Lake,ice,-142.946377,61.518766,Kennicott,
978,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,RGI60-01.15645,Hidden Creek Lake,ice,-143.093834,61.560855,Kennicott,
979,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Lake No Lake,ice,-133.862658,58.878526,Taku,
980,NW North America,Alaska,N Coast Ranges,Canada,Salmon Glacier,RGI60-01.06618,Summit Lake,ice,-130.079713,56.201261,Salmon,
981,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,RGI60-01.26722,Erie Lake,ice,-142.884085,61.567854,Kennicott,
982,NW North America,Alaska,N Coast Ranges,USA,Lituya Glacier,RGI60-01.21005,Desolation Lake,ice,-137.604,58.751,Lituya Bay,subglacial tunneling
983,NW North America,Alaska,St Elias Mtns,USA,Miles Glacier,RGI60-01.13531,Van Cleve Lake,ice,-144.408245,60.695872,,
984,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Skilak Glacier,RGI60-01.17774,Skilak lake,ice,-149.944668,60.199099,,
985,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Lake No Lake,ice,-133.862658,58.878526,Taku,
986,NW North America,Alaska,N Coast Ranges,USA,Brady Glacier,RGI60-01.20796,Divide Lake,ice,-136.708248,58.598758,,
987,NW North America,Alaska,N Coast Ranges,USA,Brady Glacier,RGI60-01.20796,Hinge Lake,ice,-136.711721,58.567279,,
988,NW North America,Alaska,N Coast Ranges,USA,Brady Glacier,RGI60-01.20796,Divide Lake,ice,-136.708248,58.598758,,
989,NW North America,Alaska,N Coast Ranges,USA,Brady Glacier,RGI60-01.20796,Hinge Lake,ice,-136.711721,58.567279,,
990,NW North America,Alaska,N Coast Ranges,USA,Brady Glacier,RGI60-01.20796,Saddle Lake,ice,-136.665665,58.538731,,
991,NW North America,Alaska,N Coast Ranges,USA,Brady Glacier,RGI60-01.20796,Hinge Lake,ice,-136.711721,58.567279,,
992,NW North America,Alaska,N Coast Ranges,USA,Brady Glacier,RGI60-01.20796,Saddle Lake,ice,-136.665665,58.538731,,
993,NW North America,Alaska,N Coast Ranges,USA,Brady Glacier,RGI60-01.20796,Hinge Lake,ice,-136.711721,58.567279,,
994,NW North America,Alaska,N Coast Ranges,USA,Brady Glacier,RGI60-01.20796,Saddle Lake,ice,-136.665665,58.538731,,
995,NW North America,Alaska,N Coast Ranges,USA,Brady Glacier,RGI60-01.20796,Hinge Lake,ice,-136.711721,58.567279,,
996,NW North America,Alaska,N Coast Ranges,USA,Brady Glacier,RGI60-01.20796,Saddle Lake,ice,-136.665665,58.538731,,
997,NW North America,Alaska,N Coast Ranges,USA,Brady Glacier,RGI60-01.20796,Hinge Lake,ice,-136.711721,58.567279,,
998,NW North America,Alaska,N Coast Ranges,USA,Brady Glacier,RGI60-01.20796,Saddle Lake,ice,-136.665665,58.538731,,
999,NW North America,Alaska,N Coast Ranges,USA,Brady Glacier,RGI60-01.20796,Hinge Lake,ice,-136.711721,58.567279,,
1000,NW North America,Alaska,N Coast Ranges,USA,Brady Glacier,RGI60-01.20796,Saddle Lake,ice,-136.665665,58.538731,,
1001,NW North America,Alaska,N Coast Ranges,USA,Brady Glacier,RGI60-01.20796,Saddle Lake,ice,-136.665665,58.538731,,
1002,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Snow,RGI60-01.09061,Snow,ice,-148.924999,60.482579,,
1003,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,RGI60-01.15645,Hidden Creek Lake,ice,-143.093834,61.560855,,
1004,NW North America,Alaska,St Elias Mtns,USA,Miles Glacier,RGI60-01.13531,Van Cleve Lake,ice,-144.408245,60.695872,,
1005,NW North America,Alaska,N Coast Ranges,USA,Lituya Glacier,RGI60-01.21005,Desolation Lake,ice,-137.604,58.751,Lituya Bay,subglacial tunneling
1006,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Lake No Lake,ice,-133.862658,58.878526,Taku,
1007,NW North America,Alaska,N Coast Ranges,USA,Brady Glacier,RGI60-01.20796,Abyss Lake,ice,-136.624002,58.50235,,
1008,NW North America,Alaska,N Coast Ranges,USA,Lituya Glacier,RGI60-01.21005,Desolation Lake,ice,-137.604,58.751,Lituya Bay,subglacial tunneling
1009,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Tulsequah Lake,ice,-133.823862,58.820674,Taku,
1010,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Tulsequah Lake,ice,-133.823862,58.820674,,
1011,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Lake No Lake,ice,-133.862658,58.878526,Taku,
1012,NW North America,Alaska,N Coast Ranges,Canada,Salmon Glacier,RGI60-01.06618,Summit Lake,ice,-130.079713,56.201261,,
1013,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Tazlina Glacier,RGI60-01.10778,Big Lake,ice,-146.620789,61.59664,,
1014,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,RGI60-01.15645,Hidden Creek Lake,ice,-143.093834,61.560855,,
1015,NW North America,Western Canada and USA,S Coast Ranges,Canada,Diadem Glacier,RGI60-02.03964,Queen Bess Lake,moraine,-124.516792,51.252753,,ice avalanche into moraine-dammed lake and overflow
1016,NW North America,Alaska,St Elias Mtns,USA,Miles Glacier,RGI60-01.13531,Van Cleve Lake,ice,-144.408245,60.695872,,
1017,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Lake No Lake,ice,-133.862658,58.878526,Taku,
1018,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Skilak Glacier,RGI60-01.17774,Skilak lake,ice,-149.944668,60.199099,,
1019,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Nelchina Glacier,RGI60-01.10683,Nelchina-south (n247),ice,-146.886649,61.664544,Nelchina River,
1020,NW North America,Alaska,N Coast Ranges,USA,Brady Glacier,RGI60-01.20796,Abyss Lake,ice,-136.624002,58.50235,,
1021,NW North America,Alaska,N Coast Ranges,Canada,Salmon Glacier,RGI60-01.06618,Summit Lake,ice,-130.079713,56.201261,,
1022,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Lake No Lake,ice,-133.862658,58.878526,Taku,
1023,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Tulsequah Lake,ice,-133.823862,58.820674,Taku,
1024,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,RGI60-01.15645,Hidden Creek Lake,ice,-143.093834,61.560855,,
1025,NW North America,Alaska,St Elias Mtns,USA,Miles Glacier,RGI60-01.13531,Van Cleve Lake,ice,-144.408245,60.695872,,
1026,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Snow,RGI60-01.09061,Snow,ice,-148.924999,60.482579,Snow,
1027,NW North America,Alaska,N Coast Ranges,USA,Lituya Glacier,RGI60-01.21005,Desolation Lake,ice,-137.604,58.751,Lituya Bay,subglacial tunneling
1028,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,unknown lake,ice,-133.8633563,58.85665659,,
1029,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Tulsequah Lake,ice,-133.823862,58.820674,Taku,
1030,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,RGI60-01.15645,Hidden Creek Lake,ice,-143.093834,61.560855,Kennicott,englacial and subglacial seepage
1031,NW North America,Alaska,N Coast Ranges,USA,Lituya Glacier,RGI60-01.21005,Desolation Lake,ice,-137.604,58.751,Lituya Bay,subglacial tunneling
1032,NW North America,Alaska,N Coast Ranges,Canada,Salmon Glacier,RGI60-01.06618,Summit Lake,ice,-130.079713,56.201261,Salmon,
1033,NW North America,Alaska,N Coast Ranges,USA,Lituya Glacier,RGI60-01.21005,Desolation Lake,ice,-137.604,58.751,Lituya Bay,subglacial tunneling
1034,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Nelchina Glacier,RGI60-01.10683,Nelchina-south (n247),ice,-146.886649,61.664544,Nelchina River,
1035,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Lake No Lake,ice,-133.862658,58.878526,Taku,
1036,NW North America,Alaska,St Elias Mtns,USA,Miles Glacier,RGI60-01.13531,Van Cleve Lake,ice,-144.408245,60.695872,,
1037,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Triumvirate Glacier,RGI60-01.12425,Strandline Lake,ice,-151.9016339,61.49179702,,
1038,NW North America,Alaska,St Elias Mtns,USA,Kieffer Glacier,RGI60-01.23641,Iceberg Lake,ice,-142.95,60.76,,
1039,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Skilak Glacier,RGI60-01.17774,Skilak lake,ice,-149.944668,60.199099,,
1040,NW North America,Alaska,N Coast Ranges,USA,Brady Glacier,RGI60-01.20796,Abyss Lake,ice,-136.624002,58.50235,,
1041,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Bear Glacier,RGI60-01.17803,Ice Lake,ice,-149.607868,60.072956,,
1042,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Tulsequah Lake,ice,-133.823862,58.820674,Taku,
1043,NW North America,Alaska,N Coast Ranges,Canada,Salmon Glacier,RGI60-01.06618,Summit Lake,ice,-130.079713,56.201261,Salmon,
1044,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,RGI60-01.15645,Hidden Creek Lake,ice,-143.093834,61.560855,Kennicott,englacial and subglacial seepage
1045,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Lake No Lake,ice,-133.862658,58.878526,Taku,
1046,NW North America,Alaska,N Coast Ranges,Canada,Salmon Glacier,RGI60-01.06618,Summit Lake,ice,-130.079713,56.201261,Salmon,
1047,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Nelchina Glacier,RGI60-01.10683,Nelchina-south (n247),ice,-146.886649,61.664544,Nelchina River,
1048,NW North America,Alaska,St Elias Mtns,USA,Kieffer Glacier,RGI60-01.23641,Iceberg Lake,ice,-142.95,60.76,,
1049,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Tazlina Glacier,RGI60-01.10778,Big Lake,ice,-146.620789,61.59664,,
1050,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Lake No Lake,ice,-133.862658,58.878526,Taku,
1051,NW North America,Alaska,N Coast Ranges,USA,Lituya Glacier,RGI60-01.21005,Desolation Lake,ice,-137.604,58.751,Lituya Bay,subglacial tunneling
1052,NW North America,Alaska,N Coast Ranges,USA,Brady Glacier,RGI60-01.20796,Abyss Lake,ice,-136.624002,58.50235,,
1053,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,RGI60-01.15645,Hidden Creek Lake,ice,-143.093834,61.560855,Kennicott,
1054,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Bear Glacier,RGI60-01.17803,Ice Lake,ice,-149.607868,60.072956,,
1055,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Tulsequah Lake,ice,-133.823862,58.820674,Taku,
1056,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Lake No Lake,ice,-133.862658,58.878526,Taku,
1057,NW North America,Alaska,N Coast Ranges,Canada,Salmon Glacier,RGI60-01.06618,Summit Lake,ice,-130.079713,56.201261,Salmon,
1058,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Snow,RGI60-01.09061,Snow,ice,-148.924999,60.482579,Snow,
1059,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Tazlina Glacier,RGI60-01.10778,Big Lake,ice,-146.620789,61.59664,,
1060,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Lake No Lake,ice,-133.862658,58.878526,Taku,
1061,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Nelchina Glacier,RGI60-01.10683,Nelchina-south (n247),ice,-146.886649,61.664544,Nelchina River,
1062,NW North America,Alaska,St Elias Mtns,USA,Miles Glacier,RGI60-01.13531,Van Cleve Lake,ice,-144.408245,60.695872,,
1063,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,RGI60-01.15645,Hidden Creek Lake,ice,-143.093834,61.560855,Kennicott,
1064,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Tulsequah Lake,ice,-133.823862,58.820674,Taku,
1065,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Lake No Lake,ice,-133.862658,58.878526,Taku,
1066,NW North America,Alaska,St Elias Mtns,USA,Hubbard Glacier,RGI60-01.14443,Russell Fjord,ice,-139.478,59.993,,overtopping by fjord water
1067,NW North America,Alaska,St Elias Mtns,USA,Kieffer Glacier,RGI60-01.23641,Iceberg Lake,ice,-142.95,60.76,,
1068,NW North America,Alaska,N Coast Ranges,USA,Lituya Glacier,RGI60-01.21005,Desolation Lake,ice,-137.604,58.751,Lituya Bay,subglacial tunneling
1069,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Skilak Glacier,RGI60-01.17774,Skilak lake,ice,-149.944668,60.199099,,
1070,NW North America,Alaska,N Coast Ranges,USA,Lituya Glacier,RGI60-01.21005,Desolation Lake,ice,-137.604,58.751,Lituya Bay,subglacial tunneling
1071,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Tulsequah Lake,ice,-133.823862,58.820674,Taku,
1072,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,RGI60-01.15645,Hidden Creek Lake,ice,-143.093834,61.560855,,
1073,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Tazlina Glacier,RGI60-01.10778,Big Lake,ice,-146.620789,61.59664,,
1074,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Nelchina Glacier,RGI60-01.10683,Nelchina-unknown,ice,-147.009,61.6985,Nelchina River,
1075,NW North America,Alaska,N Coast Ranges,Canada,Salmon Glacier,RGI60-01.06618,Summit Lake,ice,-130.079713,56.201261,Salmon,
1076,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Lake No Lake,ice,-133.862658,58.878526,Taku,
1077,NW North America,Alaska,St Elias Mtns,USA,Kieffer Glacier,RGI60-01.23641,Iceberg Lake,ice,-142.95,60.76,,
1078,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Lake No Lake,ice,-133.862658,58.878526,Taku,
1079,NW North America,Alaska,N Coast Ranges,USA,Lituya Glacier,RGI60-01.21005,Desolation Lake,ice,-137.604,58.751,Lituya Bay,subglacial tunneling
1080,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Snow,RGI60-01.09061,Snow,ice,-148.924999,60.482579,Snow,
1081,NW North America,Alaska,N Coast Ranges,USA,Lituya Glacier,RGI60-01.21005,Desolation Lake,ice,-137.604,58.751,Lituya Bay,subglacial tunneling
1082,NW North America,Alaska,N Coast Ranges,USA,Lituya Glacier,RGI60-01.21005,Desolation Lake,ice,-137.604,58.751,Lituya Bay,subglacial tunneling
1083,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Lake No Lake,ice,-133.862658,58.878526,Taku,
1084,NW North America,Alaska,N Coast Ranges,Canada,Salmon Glacier,RGI60-01.06618,Summit Lake,ice,-130.079713,56.201261,,
1085,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,RGI60-01.15645,Hidden Creek Lake,ice,-143.093834,61.560855,,
1086,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Tulsequah Lake,ice,-133.823862,58.820674,Taku,
1087,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Tazlina Glacier,RGI60-01.10778,Big Lake,ice,-146.620789,61.59664,,
1088,NW North America,Alaska,St Elias Mtns,USA,Kieffer Glacier,RGI60-01.23641,Iceberg Lake,ice,-142.95,60.76,,
1089,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Skilak Glacier,RGI60-01.17774,Skilak lake,ice,-149.944668,60.199099,,
1090,NW North America,Alaska,N Coast Ranges,USA,Lituya Glacier,RGI60-01.21005,Desolation Lake,ice,-137.604,58.751,Lituya Bay,subglacial tunneling
1091,NW North America,Alaska,N Coast Ranges,USA,Lituya Glacier,RGI60-01.21005,Desolation Lake,ice,-137.604,58.751,Lituya Bay,subglacial tunneling
1092,NW North America,Alaska,N Coast Ranges,USA,Lituya Glacier,RGI60-01.21005,Desolation Lake,ice,-137.604,58.751,Lituya Bay,subglacial tunneling
1093,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Bear Glacier,RGI60-01.17803,Ice Lake,ice,-149.607868,60.072956,,
1094,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,RGI60-01.15645,Hidden Creek Lake,ice,-143.093834,61.560855,,
1095,NW North America,Alaska,St Elias Mtns,USA,Miles Glacier,RGI60-01.13531,Van Cleve Lake,ice,-144.408245,60.695872,,
1096,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Tulsequah Lake,ice,-133.823862,58.820674,Taku,
1097,NW North America,Alaska,N Coast Ranges,Canada,Salmon Glacier,RGI60-01.06618,Summit Lake,ice,-130.079713,56.201261,Salmon,
1098,NW North America,Alaska,St Elias Mtns,USA,Kieffer Glacier,RGI60-01.23641,Iceberg Lake,ice,-142.95,60.76,,
1099,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Lake No Lake,ice,-133.862658,58.878526,Taku,
1100,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Tazlina Glacier,RGI60-01.10778,Big Lake,ice,-146.620789,61.59664,,
1101,NW North America,Alaska,N Coast Ranges,Canada,Salmon Glacier,RGI60-01.06618,Summit Lake,ice,-130.079713,56.201261,Salmon,
1102,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Snow,RGI60-01.09061,Snow,ice,-148.924999,60.482579,,
1103,NW North America,Alaska,N Coast Ranges,USA,Lituya Glacier,RGI60-01.21005,Desolation Lake,ice,-137.604,58.751,Lituya Bay,subglacial tunneling
1104,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Tulsequah Lake,ice,-133.823862,58.820674,Taku,
1105,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,RGI60-01.15645,Hidden Creek Lake,ice,-143.093834,61.560855,Kennicott,
1106,NW North America,Alaska,N Coast Ranges,Canada,Salmon Glacier,RGI60-01.06618,Summit Lake,ice,-130.079713,56.201261,Salmon,
1107,NW North America,Alaska,N Coast Ranges,USA,Lituya Glacier,RGI60-01.21005,Desolation Lake,ice,-137.604,58.751,Lituya Bay,subglacial tunneling
1108,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Lake No Lake,ice,-133.862658,58.878526,Taku,
1109,NW North America,Alaska,N Coast Ranges,Canada,Salmon Glacier,RGI60-01.06618,Summit Lake,ice,-130.079713,56.201261,Salmon,
1110,NW North America,Alaska,St Elias Mtns,USA,Kieffer Glacier,RGI60-01.23641,Iceberg Lake,ice,-142.95,60.76,,
1111,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Skilak Glacier,RGI60-01.17774,Skilak lake,ice,-149.944668,60.199099,,
1112,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Tulsequah Lake,ice,-133.823862,58.820674,,
1113,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Lake No Lake,ice,-133.862658,58.878526,,
1114,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,RGI60-01.15645,Hidden Creek Lake,ice,-143.093834,61.560855,,
1115,NW North America,Alaska,N Coast Ranges,Canada,Salmon Glacier,RGI60-01.06618,Summit Lake,ice,-130.079713,56.201261,,
1116,NW North America,Alaska,St Elias Mtns,USA,Kieffer Glacier,RGI60-01.23641,Iceberg Lake,ice,-142.95,60.76,,
1117,NW North America,Alaska,N Coast Ranges,USA,Lituya Glacier,RGI60-01.21005,Desolation Lake,ice,-137.604,58.751,Lituya Bay,subglacial tunneling
1118,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,unknown lake,ice,-133.8633563,58.85665659,,
1119,NW North America,Alaska,N Coast Ranges,Canada,Salmon Glacier,RGI60-01.06618,Summit Lake,ice,-130.079713,56.201261,,
1120,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Bear Glacier,RGI60-01.17803,Ice Lake,ice,-149.607868,60.072956,,
1121,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Snow,RGI60-01.09061,Snow,ice,-148.924999,60.482579,,
1122,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Tulsequah Lake,ice,-133.823862,58.820674,,
1123,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Bear Glacier,RGI60-01.17803,Ice Lake,ice,-149.607868,60.072956,,
1124,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,RGI60-01.15645,Hidden Creek Lake,ice,-143.093834,61.560855,,
1125,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Nelchina Glacier,RGI60-01.10683,Nelchina-unknown,ice,-147.009,61.6985,Nelchina River,
1126,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Lake No Lake,ice,-133.862658,58.878526,,
1127,NW North America,Alaska,St Elias Mtns,USA,Kieffer Glacier,RGI60-01.23641,Iceberg Lake,ice,-142.95,60.76,,
1128,NW North America,Alaska,N Coast Ranges,Canada,Salmon Glacier,RGI60-01.06618,Summit Lake,ice,-130.079713,56.201261,,
1129,NW North America,Alaska,St Elias Mtns,USA,Miles Glacier,RGI60-01.13531,Van Cleve Lake,ice,-144.408245,60.695872,,
1130,NW North America,Alaska,N Coast Ranges,USA,Lituya Glacier,RGI60-01.21005,Desolation Lake,ice,-137.604,58.751,Lituya Bay,subglacial tunneling
1131,NW North America,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,RGI60-01.15645,Hidden Creek Lake,ice,-143.093834,61.560855,,
1132,NW North America,Alaska,N Coast Ranges,Canada,Salmon Glacier,RGI60-01.06618,Summit Lake,ice,-130.079713,56.201261,,
1133,NW North America,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,RGI60-01.01521,Lake No Lake,ice,-133.862658,58.878526,,
1134,NW North America,Alaska,St Elias Mtns,USA,Kieffer Glacier,RGI60-01.23641,Iceberg Lake,ice,-142.95,60.76,,
1135,NW North America,Alaska,W Chugach Mtns (Talkeetna),USA,Bear Glacier,RGI60-01.17803,Ice Lake,ice,-149.607868,60.072956,,
