Lake ID,Region,Major RGI region,Mountain range region,Country,Glacier,RGI glacier ID,Lake name,Lake type,Longitude,Latitude,River,Outburst mechanism
2837,European Alps,Central Europe,Alps,Switzerland,Gornergletscher,RGI60-11.02822,Gornersee,ice,7.8076,45.96856,,
2838,European Alps,Central Europe,Alps,Switzerland,Weingartengletscher,RGI60-11.02670,Weingartensee,moraine,7.838983,46.063376,,
2839,European Alps,Central Europe,Alps,Switzerland,Hohberggletscher,RGI60-11.02569,,water pocket,7.82,46.11,Birchbach,
2840,European Alps,Central Europe,Alps,Switzerland,Gornergletscher,RGI60-11.02822,Gornersee,ice,7.8076,45.96856,,
2841,European Alps,Central Europe,Alps,Italy,Belvedere Glacier,RGI60-11.02858,Lago Effimero,supraglacial,7.911803,45.953396,Anza,subglacial
2842,European Alps,Central Europe,Alps,Switzerland,Gornergletscher,RGI60-11.02822,Gornersee,ice,7.8076,45.96856,,
2843,European Alps,Central Europe,Alps,Switzerland,Upper Grindelwaldgletscher,RGI60-11.01270,,water pocket,8.091002,46.618406,Schwarze Lütschine,
2844,European Alps,Central Europe,Alps,Switzerland,Gornergletscher,RGI60-11.02822,Gornersee,ice,7.8076,45.96856,,channel enlargement
2845,European Alps,Central Europe,Alps,Switzerland,Hubelgletscher (Lauterbrunnen),RGI60-11.01629,,water pocket,7.93,46.5,Rote Bach,
2846,European Alps,Central Europe,Alps,Italy,Miage Glacier,RGI60-11.03005,Lake Miage,ice/moraine,6.871334,45.779394,,
2847,European Alps,Central Europe,Alps,Switzerland,Gornergletscher,RGI60-11.02822,Gornersee,ice,7.8076,45.96856,,floatation
2848,European Alps,Central Europe,Alps,Austria,Stubacher Sonnenblickkees,RGI60-11.00080,Unterer Eisbodensee,bedrock,12.60467,47.132987,,subglacial
2849,European Alps,Central Europe,Alps,Switzerland,Gornergletscher,RGI60-11.02822,Gornersee,ice,7.8076,45.96856,,overtopping
2850,European Alps,Central Europe,Alps,Switzerland,Vadret da l'Alp Ota,RGI60-11.02001,,water pocket,9.836194,46.415751,Ova de Roseg,
2851,European Alps,Central Europe,Alps,Switzerland,Gornergletscher,RGI60-11.02822,Gornersee,ice,7.8076,45.96856,,"floatation, overtopping"
2852,European Alps,Central Europe,Alps,Switzerland,Lower Grindelwald Glacier,RGI60-11.01346,,supraglacial,8.045844,46.613937,,
2853,European Alps,Central Europe,Alps,Switzerland,Gornergletscher,RGI60-11.02822,Gornersee,ice,7.8076,45.96856,,"channel enlargement, overtopping"
2854,European Alps,Central Europe,Alps,Switzerland,Minstigergletscher,RGI60-11.01576,,water pocket,8.22,46.52,Minstigerbach,
2855,European Alps,Central Europe,Alps,France,Fond de Chauvet,RGI60-11.03570,Lac de Chauvet,supraglacial,6.828005,44.553656,,
2856,European Alps,Central Europe,Alps,Switzerland,Hohberggletscher,RGI60-11.02569,,water pocket,7.82,46.11,Birchbach,
2857,European Alps,Central Europe,Alps,Switzerland,Gornergletscher,RGI60-11.02822,Gornersee,ice,7.8076,45.96856,,channel enlargement
2858,European Alps,Central Europe,Alps,Switzerland,Upper Grindelwaldgletscher,RGI60-11.01270,,water pocket,8.091002,46.618406,Schwarze Lütschine,
2859,European Alps,Central Europe,Alps,Switzerland,Gornergletscher,RGI60-11.02822,Gornersee,ice,7.8076,45.96856,,channel enlargement
2860,European Alps,Central Europe,Alps,Switzerland,Upper Grindelwaldgletscher,RGI60-11.01270,,water pocket,8.09,46.62,Schwarze Lütschine,
2861,European Alps,Central Europe,Alps,Switzerland,Mälligagletscher,RGI60-11.02557,,water pocket,8,46.13,Triftbach,
2862,European Alps,Central Europe,Alps,Switzerland,Gornergletscher,RGI60-11.02822,Gornersee,ice,7.8076,45.96856,,channel enlargement
2863,European Alps,Central Europe,Alps,Switzerland,Upper Grindelwaldgletscher,RGI60-11.01270,,water pocket,8.09,46.62,Schwarze Lütschine,
2864,European Alps,Central Europe,Alps,Switzerland,Glacier de la Plaine Morte,RGI60-11.02072,Lac de Faverges,ice,7.539623,46.380339,Simme,
2865,European Alps,Central Europe,Alps,Switzerland,Upper Grindelwaldgletscher,RGI60-11.01270,,water pocket,8.091002,46.618406,Schwarze Lütschine,
2866,European Alps,Central Europe,Alps,Switzerland,Gornergletscher,RGI60-11.02822,Gornersee,ice,7.8076,45.96856,,overtopping
2867,European Alps,Central Europe,Alps,Switzerland,Glacier de la Plaine Morte,RGI60-11.02072,Lac de Faverges,ice,7.539623,46.380339,Simme,
2868,European Alps,Central Europe,Alps,Switzerland,Glacier de Pro,RGI60-11.02972,,water pocket,7.24,45.89,Perche,
2869,European Alps,Central Europe,Alps,Switzerland,Gornergletscher,RGI60-11.02822,Gornersee,ice,7.8076,45.96856,,overtopping
2870,European Alps,Central Europe,Alps,Switzerland,Glacier de la Plaine Morte,RGI60-11.02072,Lac de Faverges,ice,7.539623,46.380339,Simme,
2871,European Alps,Central Europe,Alps,Switzerland,Gornergletscher,RGI60-11.02822,Gornersee,ice,7.8076,45.96856,,overtopping
2872,European Alps,Central Europe,Alps,Switzerland,Rottalgletscher (BE),RGI60-11.01550,,water pocket,7.928143,46.52357,Rottalbach,
2873,European Alps,Central Europe,Alps,Switzerland,Glacier de la Plaine Morte,RGI60-11.02072,Lac de Faverges,ice,7.539623,46.380339,Simme,
2874,European Alps,Central Europe,Alps,Switzerland,Gornergletscher,RGI60-11.02822,Gornersee,ice,7.8076,45.96856,,overtopping
2875,European Alps,Central Europe,Alps,Switzerland,Glacier de la Plaine Morte,RGI60-11.02072,Lac de Faverges,ice,7.539623,46.380339,Simme,
2876,European Alps,Central Europe,Alps,Switzerland,Glacier de la Plaine Morte,RGI60-11.02072,Lac de Faverges,ice,7.539623,46.380339,Simme,
2877,European Alps,Central Europe,Alps,Switzerland,Feegletscher,RGI60-11.02596,,water pocket,7.878285,46.079748,Feeru Vispa,
2878,European Alps,Central Europe,Alps,Switzerland,Glacier de la Plaine Morte,RGI60-11.02072,Lac de Faverges,ice,7.539623,46.380339,Simme,
2879,European Alps,Central Europe,Alps,Switzerland,Findelengletscher,RGI60-11.02773,,water pocket,7.82,46.1,Findelbach,
2880,European Alps,Central Europe,Alps,Switzerland,Feegletscher,RGI60-11.02596,,water pocket,7.878285,46.079748,Feeru Vispa,
2881,European Alps,Central Europe,Alps,Switzerland,Glacier de la Plaine Morte,RGI60-11.02072,Lac de Faverges,ice,7.539623,46.380339,Simme,
2882,European Alps,Central Europe,Alps,Italy,Miage Glacier,RGI60-11.03005,Lake Miage,ice/moraine,6.871334,45.779394,,
2883,European Alps,Central Europe,Alps,Italy,Miage Glacier,RGI60-11.03005,Lake Miage,ice/moraine,6.871334,45.779394,,
2884,European Alps,Central Europe,Alps,Switzerland,Claridenfirn,RGI60-11.00826,Claridensee,snow,8.871204,46.8565,,breach
2885,European Alps,Central Europe,Alps,Switzerland,Triftgletscher (VS),RGI60-11.02540,,water pocket,7.99,46.14,Triftbach,
2886,European Alps,Central Europe,Alps,Switzerland,Glacier de la Plaine Morte,RGI60-11.02072,Lac de Faverges,ice,7.539623,46.380339,Simme,
2887,European Alps,Central Europe,Alps,Switzerland,Gornergletscher,RGI60-11.02822,New Lake,ice,7.797218,45.974077,,
2888,European Alps,Central Europe,Alps,Switzerland,Glacier du Tournelon Blanc,RGI60-11.02818,,water pocket,7.33,45.98,Lac de Mauvoisin,
2889,European Alps,Central Europe,Alps,Switzerland,Griesgletscher,RGI60-11.01876,,water pocket,8.33,46.43,Agene,
2890,Scandinavia,Scandinavia,SW Scandinavia,Norway,Supphellebreen,RGI60-08.01099,Flatbreen lake,moraine,6.799722,61.475309,,
2891,Scandinavia,Scandinavia,SW Scandinavia,Norway,Vetlefjordbreen/Jostefonn (S),RGI60-08.02017,Skadevatn,unknown,6.554375,61.401485,,
2892,Scandinavia,Scandinavia,SW Scandinavia,Norway,Vetlefjordbreen/Jostefonn (S),RGI60-08.02012,Jostefonni,ice,6.608862,61.421439,,
2893,Scandinavia,Scandinavia,SW Scandinavia,Norway,Rembesdalskåka,RGI60-08.01779,Demmevatn,ice,7.315178,60.545041,,
2894,Scandinavia,Scandinavia,SW Scandinavia,Norway,Vetlefjordbreen/Jostefonn (S),RGI60-08.02017,Skadevatn,ice,6.554375,61.401485,,
2895,Scandinavia,Scandinavia,SW Scandinavia,Norway,Rembesdalskåka,RGI60-08.01779,Demmevatn,ice,7.315178,60.545041,,
2896,Scandinavia,Scandinavia,SW Scandinavia,Norway,Vetlefjordbreen/Jostefonn (S),RGI60-08.02017,Skadevatn,ice,6.554375,61.401485,,
2897,Scandinavia,Scandinavia,SW Scandinavia,Norway,Midtre Folgefonna,RGI60-08.02970,Lausvatn,ice,6.50328,60.16484,,
2898,Scandinavia,Scandinavia,SE Scandinavia,Norway,Mjølkedalsbreen,RGI60-08.03058,Øvre Mjolkedalsvatn,ice,8.20863343,61.44201148,,
2899,Scandinavia,Scandinavia,SW Scandinavia,Norway,Rembesdalskåka,RGI60-08.01779,Demmevatn,ice,7.315178,60.545041,,jökulhlaup
2900,Scandinavia,Scandinavia,SE Scandinavia,Norway,Mjølkedalsbreen,RGI60-08.03058,Øvre Mjolkedalsvatn,ice,8.20863343,61.44201148,,
2901,Scandinavia,Scandinavia,SE Scandinavia,Norway,Mjølkedalsbreen,RGI60-08.03058,Øvre Mjolkedalsvatn,ice,8.20863343,61.44201148,,
2902,Scandinavia,Scandinavia,SE Scandinavia,Norway,Mjølkedalsbreen,RGI60-08.03058,Øvre Mjolkedalsvatn,ice,8.20863343,61.44201148,,
2903,Scandinavia,Scandinavia,SW Scandinavia,Norway,Rembesdalskåka,RGI60-08.01779,Demmevatn,ice,7.315178,60.545041,,jökulhlaup
2904,Scandinavia,Scandinavia,SE Scandinavia,Norway,Mjølkedalsbreen,RGI60-08.03058,Øvre Mjolkedalsvatn,ice,8.20863343,61.44201148,,
2905,Scandinavia,Scandinavia,SW Scandinavia,Norway,Tunsbergdalsbreen,RGI60-08.00434,Brimkjelen,ice,7.115536,61.554355,Leirdøla,jökulhlaup
2906,Scandinavia,Scandinavia,SW Scandinavia,Norway,Tunsbergdalsbreen,RGI60-08.00434,Brimkjelen,ice,7.115536,61.554355,Leirdøla,jökulhlaup
2907,Scandinavia,Scandinavia,SW Scandinavia,Norway,Rembesdalskåka,RGI60-08.01779,Demmevatn,ice,7.315178,60.545041,,jökulhlaup
2908,Scandinavia,Scandinavia,N Scandinavia,Norway,Strupbreen,RGI60-08.02597,Strupvatnet,ice,20.210724,69.719416,,
2909,Scandinavia,Scandinavia,SW Scandinavia,Norway,Tunsbergdalsbreen,RGI60-08.00434,Brimkjelen,ice,7.115536,61.554355,Leirdøla,jökulhlaup
2910,Scandinavia,Scandinavia,SW Scandinavia,Norway,Tunsbergdalsbreen,RGI60-08.00434,Brimkjelen,ice,7.115536,61.554355,Leirdøla,jökulhlaup
2911,Scandinavia,Scandinavia,SE Scandinavia,Norway,Mjølkedalsbreen,RGI60-08.03058,Øvre Mjolkedalsvatn,ice,8.20863343,61.44201148,,
2912,Scandinavia,Scandinavia,SW Scandinavia,Norway,Tunsbergdalsbreen,RGI60-08.00434,Brimkjelen,ice,7.115536,61.554355,,
2913,Scandinavia,Scandinavia,SW Scandinavia,Norway,Tunsbergdalsbreen,RGI60-08.00434,Brimkjelen,ice,7.115536,61.554355,,
2914,Scandinavia,Scandinavia,SW Scandinavia,Norway,Brenndalsbreen,RGI60-08.01068,,ice,6.87212,61.686697,,
2915,Scandinavia,Scandinavia,SW Scandinavia,Norway,Brenndalsbreen,RGI60-08.00314,,ice,6.87212,61.686697,,
2916,Scandinavia,Scandinavia,N Scandinavia,Norway,Strupbreen,RGI60-08.02597,Strupvatnet,ice,20.210724,69.719416,,
2917,Scandinavia,Scandinavia,SE Scandinavia,Norway,Mjølkedalsbreen,RGI60-08.03058,Øvre Mjolkedalsvatn,ice,8.20863343,61.44201148,,
2918,Scandinavia,Scandinavia,SE Scandinavia,Norway,Mjølkedalsbreen,RGI60-08.03058,Øvre Mjolkedalsvatn,ice,8.20863343,61.44201148,,
2919,Scandinavia,Scandinavia,SW Scandinavia,Norway,Supphellebreen,RGI60-08.01099,Flatbreen lake,moraine,6.799722,61.475309,,
2920,Scandinavia,Scandinavia,SE Scandinavia,Norway,Mjølkedalsbreen,RGI60-08.03058,Øvre Mjolkedalsvatn,ice,8.20863343,61.44201148,,
2921,Scandinavia,Scandinavia,SW Scandinavia,Norway,Tunsbergdalsbreen,RGI60-08.00434,Brimkjelen,ice,7.115536,61.554355,,
2922,Scandinavia,Scandinavia,SE Scandinavia,Norway,Mjølkedalsbreen,RGI60-08.03058,Øvre Mjolkedalsvatn,ice,8.20863343,61.44201148,,
2923,Scandinavia,Scandinavia,SE Scandinavia,Norway,Mjølkedalsbreen,RGI60-08.03058,Øvre Mjolkedalsvatn,ice,8.20863343,61.44201148,,
2924,Scandinavia,Scandinavia,SE Scandinavia,Norway,Mjølkedalsbreen,RGI60-08.03058,Øvre Mjolkedalsvatn,ice,8.20863343,61.44201148,,
2925,Scandinavia,Scandinavia,SW Scandinavia,Norway,Illstigbreen,RGI60-08.00920,Koldevatn,ice,7.633953,62.249704,,
2926,Scandinavia,Scandinavia,SE Scandinavia,Norway,Mjølkedalsbreen,RGI60-08.03058,Øvre Mjolkedalsvatn,ice,8.20863343,61.44201148,,
2927,Scandinavia,Scandinavia,SW Scandinavia,Norway,Illstigbreen,RGI60-08.00920,Koldevatn,ice,7.633953,62.249704,,
2928,Scandinavia,Scandinavia,SE Scandinavia,Norway,Mjølkedalsbreen,RGI60-08.03058,Øvre Mjolkedalsvatn,ice,8.20863343,61.44201148,,
2929,Scandinavia,Scandinavia,SE Scandinavia,Norway,Mjølkedalsbreen,RGI60-08.03058,Øvre Mjolkedalsvatn,ice,8.20863343,61.44201148,,
2930,Scandinavia,Scandinavia,SW Scandinavia,Norway,Rembesdalskåka,RGI60-08.01779,Demmevatn,ice,7.315178,60.545041,,jökulhlaup
2931,Scandinavia,Svalbard and Jan Mayen,Svalbard,Svalbard / Norway,Gåsbreen,RGI60-07.00256,Goësvatnet,ice,15.873484,76.921901,,
2932,Scandinavia,Scandinavia,SW Scandinavia,Norway,Sauanutbreen,RGI60-08.02922,Sauanutvatnet,ice,6.41,59.98,,
2933,Scandinavia,Scandinavia,SW Scandinavia,Norway,Rembesdalskåka,RGI60-08.01779,Demmevatn,ice,7.315178,60.545041,,jökulhlaup
2934,Scandinavia,Scandinavia,N Scandinavia,Norway,Austerdalsisen,RGI60-08.00281,Austerdalsvatnet,ice,14.053917,66.518323,,
2935,Scandinavia,Scandinavia,N Scandinavia,Norway,Austerdalsisen,RGI60-08.00281,Austerdalsvatnet,ice,14.053917,66.518323,,
2936,Scandinavia,Scandinavia,SW Scandinavia,Norway,Midtre Folgefonna,RGI60-08.02970,Lausvatn,ice,6.50328,60.16484,,
2937,Scandinavia,Scandinavia,N Scandinavia,Norway,Austerdalsisen,RGI60-08.00281,Austerdalsvatnet,ice,14.053917,66.518323,,
2938,Scandinavia,Scandinavia,SW Scandinavia,Norway,Sauanutbreen,RGI60-08.02922,Sauanutvatnet,ice,6.41,59.98,,
2939,Scandinavia,Scandinavia,N Scandinavia,Norway,Austerdalsisen,RGI60-08.00281,Austerdalsvatnet,ice,14.053917,66.518323,,
2940,Scandinavia,Scandinavia,N Scandinavia,Norway,Austerdalsisen,RGI60-08.00281,Austerdalsvatnet,ice,14.053917,66.518323,,
2941,Scandinavia,Scandinavia,N Scandinavia,Norway,Austerdalsisen,RGI60-08.00281,Austerdalsvatnet,ice,14.053917,66.518323,,
2942,Scandinavia,Scandinavia,SW Scandinavia,Norway,Supphellebreen,RGI60-08.01099,Flatbreen lake,moraine,6.799722,61.475309,,
2943,Scandinavia,Scandinavia,N Scandinavia,Norway,Austerdalsisen,RGI60-08.00281,Austerdalsvatnet,ice,14.053917,66.518323,,
2944,Scandinavia,Scandinavia,SW Scandinavia,Norway,Sauanutbreen,RGI60-08.02922,Sauanutvatnet,ice,6.41,59.98,,
2945,Scandinavia,Scandinavia,N Scandinavia,Norway,Austerdalsisen,RGI60-08.00281,Austerdalsvatnet,ice,14.053917,66.518323,,
2946,Scandinavia,Scandinavia,N Scandinavia,Norway,Austerdalsisen,RGI60-08.00281,Austerdalsvatnet,ice,14.053917,66.518323,,
2947,Scandinavia,Scandinavia,N Scandinavia,Norway,Austerdalsisen,RGI60-08.00281,Austerdalsvatnet,ice,14.053917,66.518323,,
2948,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2949,Scandinavia,Scandinavia,N Scandinavia,Norway,Austerdalsisen,RGI60-08.00281,Austerdalsvatnet,ice,14.053917,66.518323,,
2950,Scandinavia,Scandinavia,N Scandinavia,Norway,Austerdalsisen,RGI60-08.00281,Austerdalsvatnet,ice,14.053917,66.518323,,
2951,Scandinavia,Scandinavia,N Scandinavia,Norway,Austerdalsisen,RGI60-08.00281,Austerdalsvatnet,ice,14.053917,66.518323,,
2952,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2953,Scandinavia,Svalbard and Jan Mayen,Svalbard,Svalbard / Norway,Gåsbreen,RGI60-07.00256,Goësvatnet,ice,15.873484,76.921901,,
2954,Scandinavia,Scandinavia,SW Scandinavia,Norway,Sauanutbreen,RGI60-08.02922,Sauanutvatnet,ice,6.41,59.98,,
2955,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2956,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2957,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2958,Scandinavia,Scandinavia,SW Scandinavia,Norway,Svartenutbreen,RGI60-08.02968,,ice,6.434469,60.010196,,
2959,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2960,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2961,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2962,Scandinavia,Scandinavia,N Scandinavia,Norway,Strupbreen,RGI60-08.02597,Strupvatnet,ice,20.210724,69.719416,,englacial and subglacial seepage
2963,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2964,Scandinavia,Scandinavia,SW Scandinavia,Norway,Tunsbergdalsbreen,RGI60-08.00434,Brimkjelen,ice,7.115536,61.554355,,
2965,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2966,Scandinavia,Scandinavia,N Scandinavia,Norway,Vestre Svartisen,RGI60-08.01606,,ice,13.976498,66.752372,,jökulhlaup
2967,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2968,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2969,Scandinavia,Scandinavia,SW Scandinavia,Norway,Tunsbergdalsbreen,RGI60-08.00434,Brimkjelen,ice,7.115536,61.554355,,
2970,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2971,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2972,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2973,Scandinavia,Scandinavia,N Scandinavia,Norway,Austre Okstindbreen,RGI60-08.03416,Leirskardsvatnet/Kalvtjønna,ice,14.2747201,66.03921809,,
2974,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2975,Scandinavia,Scandinavia,N Scandinavia,Norway,Austre Okstindbreen,RGI60-08.03416,Leirskardsvatnet/Kalvtjønna,ice,14.2747201,66.03921809,,
2976,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2977,Scandinavia,Scandinavia,N Scandinavia,Norway,Austre Okstindbreen,RGI60-08.03416,Leirskardsvatnet/Kalvtjønna,ice,14.2747201,66.03921809,,
2978,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2979,Scandinavia,Scandinavia,N Scandinavia,Norway,Austre Okstindbreen,RGI60-08.03416,Leirskardsvatnet/Kalvtjønna,ice,14.2747201,66.03921809,,
2980,Scandinavia,Scandinavia,N Scandinavia,Norway,Austre Okstindbreen,RGI60-08.03416,Leirskardsvatnet/Kalvtjønna,ice,14.2747201,66.03921809,,
2981,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2982,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2983,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2984,Scandinavia,Scandinavia,N Scandinavia,Norway,Austre Okstindbreen,RGI60-08.03416,Leirskardsvatnet/Kalvtjønna,ice,14.2747201,66.03921809,,
2985,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2986,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2987,Scandinavia,Scandinavia,N Scandinavia,Norway,Austre Okstindbreen,RGI60-08.03416,Leirskardsvatnet/Kalvtjønna,ice,14.2747201,66.03921809,,englacial and subglacial seepage
2988,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2989,Scandinavia,Scandinavia,N Scandinavia,Norway,Austre Okstindbreen,RGI60-08.03416,Leirskardsvatnet/Kalvtjønna,ice,14.2747201,66.03921809,,
2990,Scandinavia,Scandinavia,N Scandinavia,Norway,Austre Okstindbreen,RGI60-08.03416,Leirskardsvatnet/Kalvtjønna,ice,14.2747201,66.03921809,,
2991,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2992,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2993,Scandinavia,Scandinavia,N Scandinavia,Norway,Austre Okstindbreen,RGI60-08.03416,Leirskardsvatnet/Kalvtjønna,ice,14.2747201,66.03921809,,
2994,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2995,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2996,Scandinavia,Scandinavia,N Scandinavia,Norway,Svartisheibreen,RGI60-08.01598,Heiavatnet,ice,13.73188,66.54881,,
2997,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
2998,Scandinavia,Scandinavia,N Scandinavia,Norway,Svartisheibreen,RGI60-08.01598,Heiavatnet,ice,13.73188,66.54881,,
2999,Scandinavia,Svalbard and Jan Mayen,Svalbard,Svalbard / Norway,Gåsbreen,RGI60-07.00256,Goësvatnet,ice,15.873484,76.921901,,
3000,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
3001,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
3002,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
3003,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
3004,Scandinavia,Scandinavia,SW Scandinavia,Norway,Harbardsbreen,RGI60-08.01217,,ice,7.666783,61.700983,,
3005,Scandinavia,Scandinavia,SW Scandinavia,Norway,Harbardsbreen,RGI60-08.01217,,ice,7.666783,61.700983,,
3006,Scandinavia,Scandinavia,SW Scandinavia,Norway,Harbardsbreen,RGI60-08.01217,,ice,7.666783,61.700983,,
3007,Scandinavia,Scandinavia,N Scandinavia,Norway,Svartisheibreen,RGI60-08.01598,Heiavatnet,ice,13.73188,66.54881,,
3008,Scandinavia,Scandinavia,SW Scandinavia,Norway,Tunsbergdalsbreen,RGI60-08.00434,Brimkjelen,ice,7.115536,61.554355,,
3009,Scandinavia,Svalbard and Jan Mayen,Svalbard,Svalbard / Norway,Knivseggbreen,,,moraine,10.851459,79.508976,,breach
3010,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
3011,Scandinavia,Scandinavia,SW Scandinavia,Norway,Harbardsbreen,RGI60-08.01217,,ice,7.666783,61.700983,,
3012,Scandinavia,Scandinavia,N Scandinavia,Norway,Rundvassbreen,RGI60-08.02384,Øvre Messingmalmvatn,ice,16.095657,67.311671,,
3013,Scandinavia,Scandinavia,SW Scandinavia,Norway,Harbardsbreen,RGI60-08.01217,,ice,7.666783,61.700983,,
3014,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
3015,Scandinavia,Scandinavia,SW Scandinavia,Norway,Svartenutbreen,RGI60-08.02968,,ice,6.434469,60.010196,,
3016,Scandinavia,Scandinavia,N Scandinavia,Sweden,Sälkaglaciären,RGI60-08.00209,,ice,18.168898,67.92214,,jökulhlaup
3017,Scandinavia,Scandinavia,SW Scandinavia,Norway,Marabreen,RGI60-08.01042,,ice,6.690159,61.505358,,
3018,Scandinavia,Scandinavia,SW Scandinavia,Norway,Supphellebreen,RGI60-08.01099,Flatbreen lake,moraine,6.799722,61.475309,,breach
3019,Scandinavia,Scandinavia,N Scandinavia,Norway,Rundvassbreen,RGI60-08.02384,Øvre Messingmalmvatn,ice,16.095657,67.311671,,
3020,Scandinavia,Scandinavia,N Scandinavia,Norway,Rundvassbreen,RGI60-08.02384,Øvre Messingmalmvatn,ice,16.095657,67.311671,,
3021,Scandinavia,Scandinavia,N Scandinavia,Norway,Rundvassbreen,RGI60-08.02384,Øvre Messingmalmvatn,ice,16.095657,67.311671,,
3022,Scandinavia,Scandinavia,SW Scandinavia,Norway,Nordre Folgefonna,RGI60-08.02928,,ice,6.437441,60.225311,,
3023,Scandinavia,Scandinavia,SW Scandinavia,Norway,Tystigbreen,RGI60-08.02772,,ice,7.372169,61.929824,,
